交易时间,交易金额,转账附言,渠道,发起方id,发起方年龄,发起方所处地区,接收方ID
2017-12-24 05:34:22,4707700,-,线下付款,3144,38,四川,51
2017-12-24 05:37:41,4761900,-,线上付款,356,48,贵州,94
2017-12-24 05:41:08,3888700,-,线下付款,3456,33,上海,26
2017-12-24 05:43:27,2855000,-,线下付款,1657,33,重庆,71
2017-12-24 05:45:56,2521100,-,线上付款,1372,35,黑龙江,42
2017-12-24 05:47:15,3587500,-,线下付款,2698,29,上海,8
2017-12-24 05:51:14,2566300,-,线下付款,5026,26,新疆,9
2017-12-24 05:52:48,4568000,-,线下付款,6878,34,贵州,82
2017-12-24 06:00:12,3939100,一季度房租,普通转账,1472,47,内蒙古,30
2017-12-24 06:06:17,2222000,昨天吃饭AA,普通转账,2156,33,贵州,1
2017-12-24 06:08:58,3949800,-,线下付款,4905,36,新疆,80
2017-12-24 06:28:30,1242700,王xx专用款,普通转账,5843,20,浙江,98
2017-12-24 06:29:22,936500,-,线下付款,3379,38,贵州,83
2017-12-24 06:32:14,1232900,-,线下付款,3944,24,北京,26
2017-12-24 06:33:59,4032700,-,线下付款,3964,49,北京,73
2017-12-24 06:51:46,2301000,转账,普通转账,3005,33,黑龙江,39
2017-12-24 06:53:33,3455900,-,线下付款,2633,23,新疆,63
2017-12-24 06:54:23,1844700,-,线下付款,4071,46,浙江,54
2017-12-24 06:58:42,4003200,还钱,普通转账,4220,22,北京,87
2017-12-24 07:02:40,2233700,王xx专用款,普通转账,470,39,北京,18
2017-12-24 07:28:01,1796000,一季度房租,普通转账,3207,25,四川,60
2017-12-24 07:33:08,874000,-,线下付款,3963,28,四川,13
2017-12-24 07:33:55,3838100,上次买的xx,普通转账,1621,33,上海,7
2017-12-24 07:37:46,1266900,劳务费,普通转账,5487,47,安徽,78
2017-12-24 07:44:46,419600,-,线下付款,4090,40,重庆,39
2017-12-24 07:45:03,4268200,还钱,普通转账,4705,20,上海,66
2017-12-24 07:47:06,4440500,-,线下付款,2552,21,北京,72
2017-12-24 07:49:40,512400,-,线下付款,3543,49,黑龙江,48
2017-12-24 07:57:33,4445600,收款,普通转账,6724,22,北京,91
2017-12-24 07:58:20,1757700,-,线下付款,4653,44,云南,32
2017-12-24 08:08:02,2027200,-,线下付款,2308,38,上海,38
2017-12-24 08:09:45,2713800,王xx专用款,普通转账,1009,38,重庆,25
2017-12-24 08:14:45,866000,-,线下付款,212,24,云南,93
2017-12-24 08:17:38,906900,拿去花,普通转账,3466,32,福建,60
2017-12-24 08:31:13,4327000,劳务费,普通转账,3372,27,安徽,66
2017-12-24 08:43:48,4075400,一季度房租,跨境转账,6551,19,柬埔寨,61
2017-12-24 08:45:37,384900,-,线下付款,5984,44,内蒙古,97
2017-12-24 08:49:42,2959900,工资,普通转账,1236,23,浙江,5
2017-12-24 08:52:06,4701300,王xx专用款,普通转账,5982,19,上海,4
2017-12-24 08:57:00,4790900,昨天吃饭AA,跨境转账,1486,20,法国,98
2017-12-24 09:13:34,1416700,收款,普通转账,4974,38,云南,58
2017-12-24 09:22:23,1362800,-,线下付款,5844,29,内蒙古,67
2017-12-24 09:27:52,3885000,昨天吃饭AA,普通转账,5700,30,重庆,10
2017-12-24 09:29:12,3375000,拿去花,普通转账,4499,23,内蒙古,66
2017-12-24 09:37:13,1248600,-,线下付款,1986,36,内蒙古,97
2017-12-24 09:47:20,3814100,奖金,普通转账,6070,30,内蒙古,39
2017-12-24 09:57:04,4908000,-,线下付款,2209,19,云南,85
2017-12-24 09:59:38,3311200,-,线上付款,4880,37,重庆,5
2017-12-24 09:59:56,2506700,-,线下付款,3106,28,新疆,10
2017-12-24 10:16:17,4519900,一季度房租,普通转账,4716,50,内蒙古,83
2017-12-24 10:24:42,4005800,王xx专用款,普通转账,4990,42,广东,91
2017-12-24 10:38:36,4008900,-,线下付款,2287,20,北京,16
2017-12-24 10:40:13,4749600,-,线下付款,2237,18,广东,54
2017-12-24 10:57:43,3047400,本月生活费,普通转账,1196,35,重庆,73
2017-12-24 11:08:55,4565800,还钱,普通转账,5507,46,黑龙江,69
2017-12-24 11:13:12,44100,-,线下付款,4671,30,云南,81
2017-12-24 11:16:14,3694300,-,线下付款,3430,32,北京,27
2017-12-24 11:17:13,3100200,劳务费,普通转账,6295,31,重庆,60
2017-12-24 11:19:47,1986600,上次买的xx,普通转账,1592,46,内蒙古,66
2017-12-24 11:25:48,536500,还给你,普通转账,616,49,浙江,42
2017-12-24 11:29:10,2561400,王xx专用款,普通转账,6044,36,广东,43
2017-12-24 11:29:28,2546600,李xx给张xx的钱,普通转账,3589,26,广东,52
2017-12-24 11:46:14,2766200,上次买的xx,普通转账,1477,32,上海,98
2017-12-24 11:47:03,2554100,利息,普通转账,3843,37,浙江,86
2017-12-24 11:48:50,1033200,上次买的xx,普通转账,1307,36,新疆,29
2017-12-24 11:59:33,1452800,还钱,普通转账,5051,35,安徽,19
2017-12-24 12:00:29,3591500,水电费,跨境转账,4254,29,日本,52
2017-12-24 12:02:40,895700,-,线下付款,1379,37,安徽,81
2017-12-24 12:05:42,4242600,水电费,普通转账,5615,20,广东,2
2017-12-24 12:10:22,678600,-,线下付款,5175,47,福建,30
2017-12-24 12:28:09,4978100,-,线下付款,6587,45,四川,14
2017-12-24 12:36:37,452800,还给你,跨境转账,3587,29,越南,57
2017-12-24 12:41:33,2964600,-,线下付款,6045,23,贵州,19
2017-12-24 12:53:51,2934400,-,线下付款,4158,48,福建,59
2017-12-24 12:55:44,848800,本月生活费,普通转账,3292,48,浙江,63
2017-12-24 12:58:48,1714300,-,线下付款,4204,40,北京,29
2017-12-24 13:01:15,541700,-,线上付款,3399,33,浙江,51
2017-12-24 13:06:18,1596300,还钱,普通转账,6013,24,云南,26
2017-12-24 13:10:50,761500,本月生活费,普通转账,6234,43,安徽,75
2017-12-24 13:14:53,433900,工资,普通转账,6016,19,福建,30
2017-12-24 13:30:31,1451100,还给你,普通转账,2334,19,浙江,56
2017-12-24 13:34:52,4298900,-,线下付款,3827,19,内蒙古,40
2017-12-24 13:37:05,2164200,还给你,普通转账,6261,23,浙江,30
2017-12-24 13:49:39,1608000,收款,普通转账,5524,18,上海,89
2017-12-24 13:52:19,2956800,-,线下付款,2657,41,新疆,65
2017-12-24 13:58:03,1057200,-,线下付款,1271,28,重庆,89
2017-12-24 13:59:45,1644600,-,线下付款,1848,42,安徽,59
2017-12-24 13:59:56,4868300,-,线下付款,1524,24,北京,56
2017-12-24 14:10:54,1166500,-,线下付款,2683,40,北京,59
2017-12-24 14:19:42,1008500,水电费,普通转账,5067,32,重庆,22
2017-12-24 14:21:23,1948800,李xx给张xx的钱,普通转账,6735,44,广东,14
2017-12-24 14:22:44,1868800,昨天吃饭AA,普通转账,6793,31,浙江,20
2017-12-24 14:43:56,1032500,奖金,普通转账,3102,27,广东,46
2017-12-24 14:50:31,126200,上次买的xx,普通转账,6510,42,四川,31
2017-12-24 15:01:20,1507800,-,线下付款,951,22,贵州,88
2017-12-24 15:06:11,1682000,-,线下付款,897,24,黑龙江,20
2017-12-24 15:06:21,1919400,水电费,普通转账,2671,33,福建,15
2017-12-24 15:09:13,3545800,上次买的xx,普通转账,5941,42,内蒙古,38
2017-12-24 15:18:52,3133900,拿去花,普通转账,2931,41,北京,69
2017-12-24 15:19:08,4075200,-,线下付款,6279,47,广东,29
2017-12-24 15:33:24,449100,拿去花,普通转账,2770,30,内蒙古,43
2017-12-24 15:49:00,3435100,-,线下付款,5551,24,云南,12
2017-12-24 15:55:41,3110300,水电费,普通转账,3979,42,贵州,67
2017-12-24 16:01:40,899200,工资,普通转账,5620,50,北京,35
2017-12-24 16:04:29,1966400,-,线下付款,5944,48,贵州,64
2017-12-24 16:05:11,2453000,本月生活费,跨境转账,2508,33,英国,99
2017-12-24 16:06:20,4671700,-,线上付款,1257,50,上海,51
2017-12-24 16:07:28,4123800,利息,普通转账,2800,44,北京,79
2017-12-24 16:14:16,4885600,-,线下付款,5819,24,安徽,71
2017-12-24 16:19:46,20200,-,线上付款,1411,48,上海,5
2017-12-24 16:46:19,4134300,-,线下付款,516,26,福建,18
2017-12-24 16:51:48,3838600,还给你,普通转账,4088,18,浙江,39
2017-12-24 16:52:44,294500,水电费,普通转账,6864,27,内蒙古,28
2017-12-24 17:02:52,4262800,-,线下付款,2545,25,广东,68
2017-12-24 17:12:08,1110100,上次买的xx,普通转账,4712,49,云南,57
2017-12-24 17:16:23,2027900,拿去花,跨境转账,2512,39,法国,21
2017-12-24 17:19:14,2825000,还给你,普通转账,1581,29,重庆,89
2017-12-24 17:19:23,3997700,一季度房租,普通转账,1962,32,贵州,71
2017-12-24 17:20:16,2037900,-,线下付款,6653,47,福建,74
2017-12-24 17:21:03,3126600,工资,普通转账,2455,40,广东,49
2017-12-24 17:24:06,1568600,-,线下付款,4485,24,新疆,77
2017-12-24 17:25:18,4889600,-,线下付款,5460,50,浙江,37
2017-12-24 17:27:33,126000,-,线下付款,2041,23,云南,66
2017-12-24 17:27:50,38700,拿去花,普通转账,1088,26,贵州,29
2017-12-24 17:29:52,1633700,-,线上付款,3937,29,北京,98
2017-12-24 17:32:19,709200,-,线下付款,6596,23,云南,66
2017-12-24 17:32:37,4897100,转账,普通转账,5708,44,云南,59
2017-12-24 17:37:52,1494400,-,线下付款,1367,21,贵州,96
2017-12-24 17:59:06,606600,-,线下付款,3962,42,四川,59
2017-12-24 18:01:59,4861700,-,线下付款,180,39,新疆,98
2017-12-24 18:03:46,2446900,奖金,普通转账,74,50,浙江,70
2017-12-24 18:05:09,4024800,-,线下付款,240,28,贵州,53
2017-12-24 18:06:50,2617100,一季度房租,普通转账,180,27,安徽,25
2017-12-24 18:11:16,995500,奖金,普通转账,2697,30,云南,16
2017-12-24 18:11:33,3428900,-,线下付款,4905,36,广东,9
2017-12-24 18:14:53,4581100,-,线下付款,2119,30,上海,4
2017-12-24 18:28:42,4273600,水电费,普通转账,439,35,福建,93
2017-12-24 18:46:07,3965600,收款,普通转账,4619,23,安徽,56
2017-12-24 18:56:41,2061200,-,线下付款,183,48,内蒙古,33
2017-12-24 19:00:11,3061000,-,线下付款,568,32,广东,32
2017-12-24 19:02:00,3329400,收款,普通转账,3038,38,广东,95
2017-12-24 19:04:26,4088200,利息,跨境转账,4975,34,日本,42
2017-12-24 19:08:06,1135400,-,线下付款,2867,36,贵州,1
2017-12-24 19:08:49,956400,利息,普通转账,6554,18,安徽,23
2017-12-24 19:09:15,2149200,劳务费,普通转账,2334,30,福建,86
2017-12-24 19:17:08,1959000,-,线下付款,3635,26,新疆,95
2017-12-24 19:17:35,3606600,奖金,普通转账,5260,35,贵州,98
2017-12-24 19:19:05,3048200,-,线下付款,532,38,福建,79
2017-12-24 19:27:53,2708100,收款,普通转账,4849,20,北京,31
2017-12-24 19:33:26,3274700,-,线下付款,6978,36,浙江,38
2017-12-24 19:39:44,597200,王xx专用款,普通转账,5131,23,安徽,62
2017-12-24 19:40:38,4260300,-,线下付款,6488,31,浙江,94
2017-12-24 19:42:58,2463500,昨天吃饭AA,普通转账,6111,20,广东,62
2017-12-24 19:46:00,528500,-,线下付款,4665,35,重庆,100
2017-12-24 19:55:56,3798200,一季度房租,普通转账,4170,26,福建,31
2017-12-24 19:57:19,122900,水电费,普通转账,1148,46,内蒙古,17
2017-12-24 19:58:10,4537300,-,线下付款,110,50,贵州,45
2017-12-24 19:59:30,649500,利息,普通转账,6843,39,四川,85
2017-12-24 20:04:26,3824100,工资,普通转账,3718,50,浙江,20
2017-12-24 20:10:46,3825200,-,线下付款,3349,20,重庆,65
2017-12-24 20:10:57,1621200,王xx专用款,普通转账,6821,22,上海,18
2017-12-24 20:13:38,2714200,一季度房租,普通转账,2222,27,浙江,91
2017-12-24 20:17:12,4494300,-,线下付款,3963,49,重庆,8
2017-12-24 20:20:24,4222700,-,线下付款,2201,22,四川,29
2017-12-24 20:29:05,3835200,-,线下付款,165,24,云南,62
2017-12-24 20:29:14,1519300,-,线上付款,3185,22,福建,99
2017-12-24 20:31:44,1191700,-,线下付款,5370,18,广东,57
2017-12-24 20:33:51,2942400,王xx专用款,普通转账,4604,19,广东,15
2017-12-24 20:39:39,1167800,昨天吃饭AA,普通转账,366,40,贵州,83
2017-12-24 20:39:51,4765900,-,线上付款,3926,47,内蒙古,38
2017-12-24 20:43:40,2606100,昨天吃饭AA,普通转账,1184,32,新疆,28
2017-12-24 20:45:51,4070200,拿去花,普通转账,4159,45,上海,35
2017-12-24 20:46:57,3279300,昨天吃饭AA,普通转账,3533,40,安徽,59
2017-12-24 20:52:28,2353300,王xx专用款,普通转账,2456,34,浙江,33
2017-12-24 20:59:53,3717000,-,线下付款,3681,26,贵州,37
2017-12-24 21:03:28,4266800,工资,普通转账,5489,40,四川,78
2017-12-24 21:04:32,4301800,-,线上付款,6345,21,新疆,59
2017-12-24 21:06:33,3705800,还给你,普通转账,1910,50,云南,88
2017-12-24 21:39:58,4263000,-,线下付款,420,28,内蒙古,76
2017-12-24 21:40:24,3645700,工资,跨境转账,4718,42,英国,95
2017-12-24 21:41:36,265800,奖金,普通转账,5940,30,北京,78
2017-12-24 21:45:15,3043900,-,线下付款,6134,22,广东,33
2017-12-24 21:45:22,4636100,-,线下付款,5485,29,广东,37
2017-12-24 21:50:24,4208700,-,线下付款,1692,45,浙江,25
2017-12-24 21:55:13,4797500,本月生活费,普通转账,5278,50,贵州,12
2017-12-24 21:57:09,3068800,一季度房租,普通转账,368,28,重庆,30
2017-12-24 21:59:12,2524600,劳务费,普通转账,6827,48,北京,95
2017-12-24 22:01:46,437700,李xx给张xx的钱,普通转账,2938,20,安徽,40
2017-12-24 22:04:09,1306600,-,线下付款,2946,20,浙江,70
2017-12-24 22:04:13,2204600,-,线下付款,2077,35,新疆,86
2017-12-24 22:06:57,1543900,王xx专用款,普通转账,4803,47,福建,65
2017-12-24 22:22:46,3925100,上次买的xx,普通转账,5343,47,新疆,14
2017-12-24 22:27:50,615500,拿去花,普通转账,5669,44,浙江,48
2017-12-24 22:31:47,1234300,-,线下付款,4941,43,北京,83
2017-12-24 22:34:27,3150300,昨天吃饭AA,普通转账,2799,26,贵州,79
2017-12-24 22:40:02,3795100,-,线上付款,3138,48,贵州,32
2017-12-24 22:40:40,2015000,-,线下付款,6240,27,新疆,9
2017-12-24 22:42:36,894600,-,线下付款,4010,35,安徽,86
2017-12-24 22:49:53,1297300,一季度房租,普通转账,2994,37,新疆,37
2017-12-24 22:50:11,4033700,工资,普通转账,3584,31,福建,71
2017-12-24 22:54:16,2201300,还钱,跨境转账,5189,29,越南,83
2017-12-24 23:00:22,3426600,本月生活费,普通转账,2780,37,福建,62
2017-12-24 23:04:06,2661400,拿去花,普通转账,3875,18,福建,89
2017-12-24 23:08:04,2413900,-,线上付款,6178,35,贵州,12
2017-12-24 23:11:14,3187300,-,线下付款,1443,37,安徽,56
2017-12-24 23:12:46,1440600,-,线下付款,5761,44,黑龙江,16
2017-12-24 23:49:34,4863200,李xx给张xx的钱,普通转账,5397,33,浙江,40
2017-12-24 23:50:18,284100,-,线下付款,2617,21,四川,33
2017-12-24 23:51:36,4358900,-,线下付款,316,49,浙江,2
2017-12-24 23:54:12,4380700,-,线下付款,5946,50,重庆,89
2017-12-24 23:59:46,2231400,利息,普通转账,4789,20,新疆,85
2017-12-25 00:00:40,4553000,-,线下付款,1877,47,内蒙古,100
2017-12-25 00:01:24,1329400,拿去花,普通转账,2151,48,内蒙古,40
2017-12-25 00:04:31,3835500,-,线下付款,5730,41,新疆,67
2017-12-25 00:07:01,189700,-,线下付款,1743,32,贵州,8
2017-12-25 00:09:34,862700,上次买的xx,普通转账,4533,38,云南,77
2017-12-25 00:16:34,2657300,-,线下付款,159,50,浙江,16
2017-12-25 00:24:14,4334300,李xx给张xx的钱,普通转账,6870,33,四川,39
2017-12-25 00:26:05,2738700,劳务费,普通转账,3756,31,内蒙古,33
2017-12-25 00:38:19,2370300,昨天吃饭AA,普通转账,2227,19,四川,23
2017-12-25 00:40:18,4388700,王xx专用款,跨境转账,2772,47,柬埔寨,11
2017-12-25 00:41:46,4454600,一季度房租,普通转账,1529,29,四川,12
2017-12-25 00:45:13,1120400,-,线下付款,1870,42,福建,100
2017-12-25 00:46:28,2350600,-,线上付款,272,29,新疆,90
2017-12-25 00:49:21,4972200,-,线下付款,5354,47,北京,30
2017-12-25 00:58:12,4954000,还钱,普通转账,5553,34,云南,83
2017-12-25 01:02:32,641000,收款,普通转账,5676,31,贵州,100
2017-12-25 01:04:38,4695500,本月生活费,普通转账,3030,27,广东,67
2017-12-25 01:06:10,3455700,-,线上付款,2275,34,内蒙古,31
2017-12-25 01:09:02,1586700,奖金,普通转账,1473,20,贵州,18
2017-12-25 01:16:54,1388500,-,线下付款,6772,44,福建,5
2017-12-25 01:21:41,3944400,劳务费,普通转账,1895,36,云南,32
2017-12-25 01:24:20,1325600,-,线上付款,3077,42,北京,80
2017-12-25 01:32:11,686100,水电费,普通转账,2395,48,内蒙古,15
2017-12-25 01:35:43,3869600,-,线下付款,6791,22,上海,64
2017-12-25 01:46:14,1940300,王xx专用款,普通转账,2228,49,四川,22
2017-12-25 01:48:14,727500,王xx专用款,普通转账,5021,18,贵州,1
2017-12-25 01:49:29,3109800,-,线下付款,4335,45,福建,29
2017-12-25 01:51:46,2324800,拿去花,普通转账,2406,29,黑龙江,68
2017-12-25 01:53:33,3492000,王xx专用款,普通转账,319,20,上海,11
2017-12-25 01:55:09,1555000,转账,普通转账,2929,44,新疆,64
2017-12-25 01:56:20,2389100,-,线上付款,6871,46,上海,89
2017-12-25 01:58:24,891400,上次买的xx,普通转账,3111,29,上海,90
2017-12-25 01:59:10,3696100,-,线下付款,4872,29,广东,84
2017-12-25 02:01:12,817900,-,线下付款,6692,35,福建,88
2017-12-25 02:02:56,4586200,一季度房租,普通转账,2483,18,贵州,30
2017-12-25 02:07:05,2881300,-,线下付款,1032,21,贵州,39
2017-12-25 02:07:43,4238500,-,线下付款,3940,23,四川,34
2017-12-25 02:17:18,3686600,-,线下付款,6440,49,安徽,59
2017-12-25 02:23:09,1297700,-,线下付款,4863,45,广东,29
2017-12-25 02:40:25,1438900,本月生活费,普通转账,5645,22,北京,6
2017-12-25 02:43:09,3057000,奖金,普通转账,654,22,贵州,37
2017-12-25 02:45:32,3740400,-,线上付款,5804,50,云南,21
2017-12-25 02:49:30,1296700,-,线下付款,5705,43,云南,35
2017-12-25 02:59:23,2164100,拿去花,跨境转账,6526,21,韩国,74
2017-12-25 03:03:42,2935800,本月生活费,普通转账,5367,45,新疆,27
2017-12-25 03:04:38,254000,-,线下付款,1645,21,四川,22
2017-12-25 03:04:56,873200,-,线下付款,6494,49,新疆,59
2017-12-25 03:10:13,1673700,还给你,普通转账,632,48,浙江,46
2017-12-25 03:12:26,3086000,上次买的xx,跨境转账,6431,29,柬埔寨,66
2017-12-25 03:19:36,1496400,-,线下付款,82,50,福建,66
2017-12-25 03:23:02,1928900,水电费,普通转账,2874,22,北京,52
2017-12-25 03:27:52,4179500,水电费,普通转账,5537,36,浙江,74
2017-12-25 03:42:00,2023100,转账,普通转账,1948,44,四川,42
2017-12-25 03:53:11,3442200,利息,普通转账,2051,33,贵州,28
2017-12-25 03:58:56,2970600,-,线下付款,6894,20,四川,35
2017-12-25 04:03:31,364400,转账,跨境转账,4143,22,柬埔寨,100
2017-12-25 04:08:52,4781600,-,线下付款,6246,41,贵州,89
2017-12-25 04:15:53,1295600,奖金,普通转账,5004,38,重庆,69
2017-12-25 04:21:32,2845600,李xx给张xx的钱,普通转账,6746,32,四川,20
2017-12-25 04:28:02,4370200,-,线下付款,3401,34,黑龙江,34
2017-12-25 04:29:05,4182100,工资,普通转账,3833,25,新疆,59
2017-12-25 04:31:27,3474000,李xx给张xx的钱,普通转账,5121,31,内蒙古,83
2017-12-25 04:34:37,1347600,李xx给张xx的钱,普通转账,837,35,北京,20
2017-12-25 04:36:30,1154900,还钱,普通转账,124,45,浙江,53  
2017-12-25 04:41:51,797000,-,线下付款,50,33,黑龙江,32
2017-12-25 04:44:34,967600,-,线下付款,3031,43,重庆,36
2017-12-25 04:52:53,4581700,还钱,普通转账,2906,34,云南,18
2017-12-25 04:55:07,2892300,拿去花,普通转账,3556,27,安徽,28
2017-12-25 04:55:08,1038500,昨天吃饭AA,普通转账,983,20,北京,84
2017-12-25 04:55:23,4782800,昨天吃饭AA,普通转账,4608,34,重庆,17
2017-12-25 04:55:53,1744600,-,线下付款,6862,37,广东,95
2017-12-25 04:59:59,2009000,-,线下付款,624,48,安徽,20
2017-12-25 05:00:59,79800,-,线下付款,4948,25,福建,29
2017-12-25 05:01:22,702100,-,线下付款,5098,30,福建,92
2017-12-25 05:14:04,3544100,-,线下付款,878,35,贵州,27
2017-12-25 05:24:04,2228100,转账,普通转账,4028,18,广东,83
2017-12-25 05:25:17,4801200,上次买的xx,普通转账,1652,33,安徽,2
2017-12-25 05:30:58,2905400,-,线下付款,5601,33,云南,21
2017-12-25 05:34:11,2129500,王xx专用款,普通转账,5706,46,黑龙江,88
2017-12-25 05:38:14,512100,-,线下付款,4734,35,上海,84
2017-12-25 05:40:21,1461000,利息,普通转账,5673,29,北京,71
2017-12-25 05:46:43,2301200,-,线下付款,2666,29,四川,3
2017-12-25 05:56:40,1431200,拿去花,普通转账,5647,43,四川,7
2017-12-25 05:59:19,79100,-,线下付款,2729,33,新疆,44
2017-12-25 06:02:48,4710500,-,线下付款,580,50,重庆,16
2017-12-25 06:32:56,1925600,王xx专用款,普通转账,6223,25,安徽,6
2017-12-25 06:33:24,518300,-,线下付款,5866,19,安徽,81
2017-12-25 06:44:16,4745700,工资,普通转账,6934,20,广东,77
